layer,head,entropy,entropy_norm,entropy_no_sink,sink_mass,n_sentences,diffusion_time
9,3,1.696772482842207,0.5952408305555582,1.7126007843017579,0.19646133674308658,400,63
9,4,1.7450557088851928,0.6170123458653688,1.701214696764946,0.11134217914775946,400,63
9,5,1.6471987411379814,0.5879985237866641,1.5838426661491394,0.07344054616289214,400,63
9,6,2.124557362496853,0.7468990778923035,2.071584604680538,0.05294768701132853,400,63
9,7,1.997829565703869,0.7031653604656458,1.9524664340913296,0.07945771441678516,400,63
9,8,1.7430785471200942,0.6204717388749122,1.6927340376377105,0.07124887048150413,400,63
9,9,1.7145603950321675,0.6051516978442669,1.6621780352294444,0.10699907639063895,400,63
9,10,1.7022147992253303,0.6004533864557743,1.6528876338154077,0.14750239067012444,400,63
9,11,1.8074794448912144,0.6446072341501713,1.7670177672803402,0.035876248715794645,400,63
9,12,2.116100853085518,0.7488621309399605,2.053044030070305,0.0799311545456294,400,63
9,13,1.5968020337820052,0.5688926882296801,1.5546689680218697,0.07810845225816593,400,63
9,14,1.8998984774947167,0.6731659075617791,1.8421528217196466,0.058338474397896786,400,63
9,15,2.2855463618040086,0.8042975614964962,2.2768064293265344,0.19649663153104485,400,63
9,16,1.1691239872574806,0.4252762959897518,1.1375721929967404,0.07947922467021272,400,63
9,17,2.0689469534158706,0.7280378869920969,2.0174846382439138,0.05961910326994257,400,63
9,18,1.6210823126882314,0.5699458024650812,1.56767226472497,0.123531384896487,400,63
9,19,1.7985725854337216,0.635673752874136,1.7253931374847888,0.08156854038243182,400,63
9,20,2.2979969695210456,0.8056131206452847,2.254877704679966,0.12752565647009761,400,63
9,21,2.0382928815484047,0.7176092347502708,1.9911110690236091,0.09959499554184731,400,63
9,22,1.8677074080705642,0.650804147273302,1.936615260243416,0.28709004536271093,400,63
9,23,1.9919063937664032,0.702641442939639,1.9423626944422723,0.06093390142661519,400,63
9,24,2.0161226581037046,0.7120499974489212,1.9639476177096367,0.06376037181849824,400,63
9,25,1.9330669392645359,0.6803142066299915,1.8858003105223178,0.08566574681317433,400,63
9,26,2.0343620571494103,0.7132259941846132,1.9953005470335483,0.10436295381688979,400,63
9,27,1.7690139678120613,0.6296997054666281,1.7298613008856774,0.07611128872260452,400,63
10,0,1.4424077776074409,0.5086090951412916,1.4226723050326109,0.18435407142620533,400,63
10,1,1.0655063393712043,0.38431878592818974,0.9973493595421314,0.0612133239756804,400,63
10,2,1.6897409112751485,0.5930113818123937,1.6367737147957087,0.09259883354650811,400,63
10,3,1.3972677594423295,0.487321410626173,1.3374867251515388,0.19632744933012872,400,63
10,4,1.5862637761235236,0.5626733540743589,1.5168392150104046,0.14047928402666002,400,63
10,5,1.7671946182847023,0.611484916061163,1.7467637407779693,0.3015046108607203,400,63
10,6,2.4633721667528152,0.8587725396454334,2.395684152841568,0.10037552444729954,400,63
10,7,1.5229997680336238,0.535787258297205,1.5164904142171145,0.0967694831721019,400,63
10,8,1.6094775287806988,0.5687169357389211,1.5820409227907657,0.09138032879447565,400,63
10,9,1.601579418629408,0.5655091158673167,1.5860458736866712,0.0784398532207706,400,63
10,10,1.1247457595169543,0.393663110807538,1.1390930946171283,0.28482343916781244,400,63
10,11,1.8382990044355392,0.647958347350359,1.7981028573215008,0.057518412572098894,400,63
10,12,1.279402113482356,0.45674752078950404,1.2829948357492684,0.09426398866053205,400,63
10,13,1.6813528348505498,0.6020480239391327,1.640350080281496,0.06252952410723082,400,63
10,14,1.6980392675101756,0.595643304772675,1.6516770884394645,0.0752605700888671,400,63
10,15,1.593414358496666,0.5657768511027098,1.5610848113894462,0.053405301975435575,400,63
10,16,1.9472449861466885,0.6853516680002213,1.9246174331009387,0.10823920454597101,400,63
10,17,1.4731469620764255,0.5148818602412939,1.4723606842756272,0.17718788774916902,400,63
10,18,1.4431876681745053,0.5050692088901997,1.4313894286751747,0.175994126976002,400,63
10,19,1.9554765167832375,0.678972575739026,1.947414828836918,0.12146021264721639,400,63
10,20,1.7161200917512178,0.5907305563241243,1.68584617651999,0.1369666903046891,400,63
10,21,1.8042240135371685,0.6421554487943649,1.757172183394432,0.04047673156252131,400,63
10,22,1.3005794787406921,0.46616024792194366,1.2543197973072528,0.10059163184196222,400,63
10,23,1.663001249730587,0.5903893599659205,1.5986476384103299,0.06106322218081914,400,63
10,24,1.5715352420508861,0.5588062549382449,1.558452358096838,0.07113185445195995,400,63
10,25,1.6952189385890961,0.6075694438815117,1.6430132204294206,0.054678055457770824,400,63
10,26,1.7314651080965995,0.6114742369949817,1.6815138953924178,0.105074280196568,400,63
10,27,1.4563297128677368,0.5193120907992125,1.396470584720373,0.10192380792694167,400,63
11,0,1.1813813408091665,0.4103050531260669,1.1419524196907878,0.1035233155352762,400,63
11,1,1.056575467735529,0.37196014951914547,0.9984690698981286,0.07570475720334797,400,63
11,2,1.4754133466631174,0.5093434971570968,1.440355152375996,0.1293564613442868,400,63
11,3,2.037176105976105,0.7165409964323044,1.9817229814827442,0.08043943482101895,400,63
11,4,1.5436348024010658,0.5322237443178892,1.4906996412947775,0.17338211799506098,400,63
11,5,1.6122330531477929,0.5568058639392257,1.5390375170856714,0.17532846895977855,400,63
11,6,1.3855149468779564,0.49394326582551,1.3364948639273644,0.050187407511402854,400,63
11,7,1.4879232789576053,0.5326920454204083,1.46093063428998,0.06424513716832735,400,63
